Cluster ‐ 1,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
925,"Fatehpuri / Punjabi Bagh
(T)",Nilothi Village,"Fatehpuri,  Mori  Gate  /  ISBT,  Ice  Factory,  GG  Singh  Marg,  Sarai  Rohilla,  Zakhira,  PB  (T),  Madipur  JJ  Cly, Peeragarhi, Jawalapuri, Nangloi, Nilothi Xing, Nilothi Village",1,24.2,15,13,8,5
926,Fatehpuri,Tikri Border,"Fatehpuri,  Mori  Gate  /  ISBT,  Ice  Factory,  GG  Singh  Marg,  Sarai  Rohilla,  Zakhira,  PB  (T),  Madipur  JJ  Cly,
Peeragarhi, Jawalapuri, Nangloi, Qamruddin Ngr Xing, Mundika, Hirankunda Xing, Tikri Piao, Tikri Border",40,30.3,5,48,29,19
927,Punjabi Bagh (T),Bawana,"1. PB (T) 2. Madipur JJ Cly 3. Peeragarhi 4. Jawalapuri 5.Nangloi 6. Qamruddin Ngr Xing 7. Mundka 8. Hirankudna Xing  9.  Ghevra  Vill  10.  Kanjhawala  School  11.  Kanjhawala  12.Chandpur  Xing  13.  Prem  Piao  14.  Bazitpur  Xing
15.Bawana",0,29.7,15,16,10,6
928,"Punjabi Bagh
(T)","Garhi
Ranghala","PB (T), Madipur JJ Cly, Peeragarhi, Jawalapuri, Nangloi, Qamruddin Ngr Xing, Mundka, Hirankudna Xing, Ghewra
Vill,  Sawada, Nizampur, Garhi Ranghala",0,21.7,15,12,7,5
929,Fatehpuri,"Mubarakpur
Dabas","Fatehpuri,  Mori  Gate  /  ISBT,  Ice  Factory,  GG  Singh  Marg,  Sarai  Rohilla,  Zakhira,  PB  (T),  Madipur  JJ  Cly,
Peeragarhi, Jawalapuri, Nangloi, Nithari, Mubarakpur Dabas",9,25.2,12,17,10,7
931,Pun  Bagh (T),Bakarwala,"1   P   Bagh T   2   Madi Pur Jj Cly 3   Peera Garhi 4   Jawala Puri5   Nangloi 6   Nilothi Xing 7   Ranhola 8   Tilan Pur
Kotla9   Baprola Xing 10  Bakarwala",0,18.6,15,10,6,4
933,Mori Gate (T),Sultan Puri,"1   Mori Gate (T)  2   Old Sectt  3   G  T  B   Ngr4   Model Town ‐Ii  5   Ashok Vihar Xing  6   Wp Depot‐I 7  Kd Lock Pitam Pura  8   Rohini Sec‐7&8     9   Rohii Sec‐910   Sec‐3,4,5,6 Xing  11   Mangol Pur Khurd 12   Mangol Puri Y‐Blk
13   Mangol Puri Q‐Blk 14   Sultan Puri",0,25,15,13,8,5
941,Railway Station,Katewara Village,"1   Rly Station 2  Isbt/Mori Gate 3   Ice Factory4  Ggs Narg 5   Sarai Rohila 6   Zakhira 7   P  B  Bagh  8 Madi Pur Jj Cly
9   Peera Garhi 10   Jawala Puri 11nangloi Jj Cly  12   Kamruddin Nagar Xing 13 Mundka 14 Hiran Kundna Xing 15 Khewra Village 16kajhala School 17 Kanjhala Village 18   Ladpur 19   Joyonti 20 Punjabo Khor 21   Qutab Garh  22 Katewara Village",0,29.6,15,16,9,7
949,Dehli Sectt,Tikri Bdr,"1   Delhi Sectt    2   A  K  Stadium  3   Ajmiri Gate 4   P  S  Pahar Ganj 5   D  B  Gupta Mkt  6   Sarai Rohila 7. Zakhira 8 P  B   Terminal 9   Madi Pur Jj Cly 10 Peera  Garhi 11   Jawaka Puri 12   Nangloi Jj Cly 13   Kamru Din Nagar Xing 14
Mundka 15   Hiran Kudna Xing 16   Tikri Pio 17   Tikri Border",1,31,15,17,10,7
953,Karol Bagh(T),Mangol Puri Q- Block,"1  Karol Bagh (T) 2   D  B  Gupta Mkt   3   R  S  Satsang 4   W  Patal Ngr   5   Moti Ngr   6   Zakhira 7   P  Bagh (T)8
Madi Pur Jj Cly   9   Peera Garhi 10   M  Puri B‐Blk 11   Mangol Puri S‐Blk",4,21.7,15,12,7,5
956,N  D  Rly  Station,Paschim Vihar W Tank,"1  N  D  Rly Station 2   P  S  Pahar Ganj   3   D  B  Gupta Mkt  4   Sarai Rohilla 5   Zakhira 6   P  Bagh (T)7  Syndicate
Bank 8   Road No  29/30 Xing9  Paschim Vihar Water Tank",0,17.2,15,9,6,3
968,Tri Nagar Metro Station,Dhansa Border,1   Tri Nagar M   Station 2   Zakhira 3   P  Bagh Term   4   Madi Puri Jj Cly   5   Peera Garhi 6  Jawla Puri 7  Nangloi 8 Niloth Xing 9   Ranhola 10   Tilangpur Kotla 11 Baprola 12 Dkd 13 Najaf Garh 14   Ghumonhera Xing 15   Mintrao 16 Surehra Xing 17   Rawata Xing 18   Mundela Xing 19  Kadi Pur 20   Dansa Village 21   Dansa Border,0,35.8,15,19,11,8
978,Azadpur,Najafgarh,"1. Azadpur Terml. 2. Ashok Vihar Xing 3. Wpd - I 4. Punjabi Bagh(T) 5. Madipur JJ Cly 6. Peera Garhi 7. Jwalapuri
8. Nangloi 9.Nangloi Xing 10. Ranholla 11. Tilanpur Kotla 12. Baprolla 13. Dkd 14. Najafgarh",12,25.3,10,20,12,8
983,Pun.Bagh(T),Auchandi Border,"1. P.B.(T)   2. Madi Pur Jj Cly   3. Peera Garhi  4. Jwala Puri 5. Nangloi  6. Kamruddin Ngr   7. Mundka 8. Hiran Kudna Xing   9.  Ghevra  Vill   10. Sawda   11. Nizam  Pur   12. Garhi  Randhala    13. Jyonti Vill  14. Punjab  Khore   15.   Qutab
Garh  16. Mungesh Pur",0,35.8,15,19,11,8
989,N.D.Rly.Station Ga,Q-Blk.Mangol Puri,"1. N.D.Rly Stn.Gate No.‐2 2. Sucheta Kirplani Hosp.3. P.S.Pahar Ganj. 4. D.B.Gupta Rd. 5. Sarai Rohilla6. Zakhira 7.
P.Bagh 9t) 8. Madi Pur Jj Cly. 9. Peera Garhi 10. B‐Blk.Mangol Puri 11. Q‐Blk.M.Puri.",0,15.7,15,8,5,3
998,Bakar wala JJ Cly,Raghubir Ngr F Blk,"1. Raghu Bir Ngr F‐ Block  2. Raja Garden (T)3. Punjabi Club   4. Punjabi Bagh (T)  5. Madi Pur Jj Cly.6. Peera Garhi
7. Jawala Puri  8. Nangloi  9. Nilothi Xing10. Ranhola  11. Tilang Pur Kotala  12. Baprola Xing13. Bakarwala  Jj Cly.",0,25.5,15,14,8,6
953STL,Mangolpuri B Block,"R Block New
Rejinder Nagar","B Block Mangolpuri, Peeragarhi, Madipur JJ Cly, PB (T), Zakhira, Moti Ngr, WP Ngr, R Block New Rajinder Ngr",0,12.5,15,7,4,3
GL-91,ND Rly Stn G-1,"Nangloi JJ Cly
/ Mundka","ND  Rly  Stn  G-1,  SK  Pilani  Hosp,  Panchqian  Rd,  DB  Gupta  Mkt,  Sarai  Rohilla,  Zakhira,  PB  (T),  Madipur  JJ  Cly,
Peeragarhi, Jawalapuri, Nangoli JJ Cly, Qumruddin Ngr Xing, Mundka",11,24,10,19,12,7
776,C-1 Janak Puri,J.L Nehru  - Stdm.,"1. J.L.N. Stadium 2. Lodhi Cly 3. S.J. Air Port 4. S.J. Hospital5. Nauroji Ngr 6. Moti Bagh 7. Dh. Kuan 8. R.R. Lince 9. Brar Squire  10. Narayina Village 11. M.P. Depot 12. Beri Wala Bagh 13. Hari Ngr Depot 14. C‐2.B. Janak Puri 15.
Desu Cly 16. C‐1 Janak Puri",0,25,15,13,8,5
915,Inderlok Metro Station,Majra Dabas,"1inderlok Metro Station 2   Zakhira 3   Punjabi Bagh T  4   Madi Pur Jj  Cly   5   Peera Gahri 6   Jawala Puri 7   Nangloi
8   Kamrudin Nagar 9   Mundka 10   Rani Khera 11   Madan Pur Dabas 12   Karala 13   Kanjawala 14   Chandpur 15 Majra Dabas",0,29,15,15,9,6
935,Azadpur Terminal,Majra Dabas,"1   Azad Pur  2   Ashok Vihar Xing   3   Wazir Pur Depot4   P   Bagh (T) 5   Madi Pur Jj Cly   6   Peera Garhi 7  Jwala
Puri8    Nangloi   9   Qamarddin  Ngr  Xing   10    Mundka   11    Rani  Khera   12    Madan  Pur  Dabas   13    Karala14 Kanjhawala  15   Chand Pur  16   Majra Dabas",0,31.7,15,17,10,7
140,Mori Gate,"Shaffiabad
Dairy","Mori Gate, Old Sectt, GTB Ngr, Model Town-2, Adarsh Ngr, GTK Depot, Haiderpur W/W, ESI Hosp, Rohini Sec-16,
Shahbad Daulatpur, Shahbad Dairy",0,15.3,15,8,5,3
914,Karampura (T),Rasul Pur,"1   Karam Pura 2   P   Bagh T   3   Madi Pur Jj Cly 4   Peera Garhi  5   Jawala Puri 6   Nangloi Jj Cly 7   Kamru Ddin Ngr
Xing  8   Mundka 9   Rashul Pur",0,17.5,15,9,6,3
991,Shivaji Stadium Te,Mubarak Pur Dabas,"1. Shivaji Std. 2. Kend.Terminal 3. Uppar Ridge Road4. Shankar Rd. 5. W.Patel Ngr. 6. K.Pura (T)7. P.B.Terminal 8. Madi  Pur  Jj  Cly.  9.  Peera  Garhi10.  Jawala  Puri  11.  Nangloi  12.  Qammruddin  Ngr.13.  Mundka  14.  Rani  Khera  15.
Madan Pur Xing16. Mubrak Pur Dabas",0,31,15,17,10,7
929stl,Karol Bagh (T),"Mubarakpur
Dabas","1. Karol Bagh (T) 2. DB Gupta Mkt 3. Sarai Rohilla 4. Zakhira 5. PB (T) 6. Madipur JJ Cly 7. Peeragarhi 8. Jwalapuri
9.Nangloi 10. Nithari 11. Mubarakpur Dabas",6,18.6,12,12,7,5
934,Punjabi Bagh,Neelwal Village,"1   P   Bagh (T) 2   Madi Pur Jj Cly   3   Peera Garhi 4  Jawala Puri5   Nangloi  6  Qamarddin Ngr Xing  7   Mundka  8
Hiran Kudna Xing  9   Neelwal Vill",0,24.5,15,13,8,5
942,Faiteh Puri/Rly /,Kair/Jharoda Kalan,"1   Rly Station 2  Isbt/Mori Gate 3   Ice Factory4    Ggs Narg 5   Sarai Rohila 6   Zakhira 7   P  B  Bagh   8  Madi Pur Jj Cly  9   Peera Garhi 10 Jawla Puri 11   Nangloi 12   Nilothi Xing 13   Ranhola 14   Tilan Pur Kotla15   Baprola Xing 15 Dk Deopt   17   Najaf Garh 18   Ghumman Hera Xing / Jharoda Xing 19   Mitrao/ Jharoda Camp   20   Kair / Jharoda
Kalan",1,26.4,15,14,8,6
948,Punjabi  Bagh (T),Narela,"1  P  Bagh (T) 2   Madi Pur Jj Cly   3   Peera Garhi4   Jwala Puri 5   Nangloi 6   Nithari 7   Mubark Pur Dabasdabas 8 Madan Pur Dabas 9   Karala 10   Kanjhawala11   Chand Pur 12   Majra Dabas 13   Govt  Tube Well14   Bazid Pur Vill
15   Darya Pur 16   Bawana17   Ghoga Air Force Stn   18   Sanoth Xing 19   Vishal Bagh 20   Narela",0,42.6,15,23,14,9
961,Narela,Njaf Garh,"1    Narela   2    Vishal  Bagh   3    Sanoth  Xing  4    Gogha  Air  Force  Station   5    Bawana   6    Drya  Pur  7    Bajit  Pur   8 Katevara  9   Qutab Garh 10   Punjab Khor  11   Jyonti  12   Garhi Randhala  13   Nizam Pur 14   Sadada15   Ghevara Vill     16    Hiran Kudna  Xing   17    Mundka18    Kamruddin  Ngr    Xing   19    Nangloi 20    Nilothi Xing 21    Ranhola 22
Tilangpur Kotal 23 Baprola 24   Dkd 25   Najafgarh",0,55.5,15,30,18,12
153,Dr.Mukherji Nagar,JJ. Cly Hastshal,"1. Mukherji Ngr Bandh 2. Gtb Ngr 3. Model Town‐Ii 4. Ashok Vihar Xing 5. W.P.Depot‐I 6. P.B. Terminal 7. Madi Pur
Jj Cly 8. Peera Garhi 9. Guru Harikishan Ngr 1. Nangloi Syed 11. Maj. Bhupinder Singh Ngr 12. C‐Blk Vikas Puri 13. Lig Flats Hastsal 14. Hastsal Jj Cly.",0,28.2,15,15,9,6
905,Mori Gate,"Qumaruddin
Ngr","Mori Gate, Ice Factory, K Ganj Mkt, Dayabasi,  Zakhira, Punjabi  Bagh,  Madipur  JJ Cly, Pgarhi, Jawalapuri,
Nangloi JJ Cly, Qumaruddin Ngr",0,20.1,15,11,7,4
917,Ambedkar Stadium,Madipur JJ Cly,"1   A  K   Stadium 2  Ajmire Gate 3   P  S Pahar Ganj   4   D  B  Gupta Market 5   Sarai Rohilla 6  E‐Block Hastri Ngar 7
Zakhira 8   P  B  Terminal 9   Madi Pur Jj Cly",0,16,15,9,5,4
908,Karampura (T),Sultan Puri,"1    Karam  Pura  2    Raja  Garden  3    P    Bagh  Club  4    P  Bagh5    Madi  Pur  Jj  Cly  6    Peera  Garhi  Chowk  7    B‐Block
Mangol Pur 8  Q‐  Nangloi 9   Sultan Puri",9,12.7,12,8,5,3
,,,Total Buses,220,,,781,470,311
Cluster ‐ 11,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
274,Badarpur Border,Babarpur Extn,"Badarpur Brd, Badarpur, Ali Vill, Sarita Vihar Xing, Okhla Extn, Okhla, Holy Family, Ashram, PS Niza-muddin, Golf Club/Sunder Ngr, S Cout, ITO AGCR Rainy Well, Shahkarpur, Jagatpuri A Blcok, Swaran Cinema, Shahdara",0,36,15,19,12,7
304,Lajpat Nagar,Anand Vihar (ISBT),"1. L.P.Ngr 2. Ashram 3. Sarai Kale Khan 4. Road Bridge 5. Pusta Xing 6. P.P.G. Village 7. 13‐Blk Trilok Puri 8. Mayur
Vihar‐Ii 9. Nhw Xing 10. Anand Vihar Isbt.",0,18.9,15,10,6,4
331,Shivaji Std,"Nand Nagari
Extn","Shivaji Std, Govt Press, ITO AGCR, Rainy Well, Shakarpur, Jagatpuri A Block, Swaran Cinema, Seelampur,
Babarpur Extn, Jyoti Cly, Nand Nagri (T), Nand Nagri Extn",0,24,15,13,8,5
335,Hauz Khas (T),Nand Nagri (T),"1. Hauz Khas (T) 2. S.J.Hospital 3. S.J.Airport 4. P.Raj Road5. Shahjahan Road 6. Supreme Court 7. Ito (Agcr)8. Rainy Well  9.   Shakar  Pur  10.  Jagat  Puri  A‐Blk11.  Swarn  Talkies  12.  Seelampur  13.  Babarpur  Extn.14.  Jyoti  Colony  15.
Nand Nagri (T)",16,28.3,10,23,14,9
364,Lajpat Nagar,Kalyan Puri,"1. Lajpat Ngr 2. Ashram 3. Sarai Kale Khan 4. Road Bridge5. Pushta Xing 6. Mayur Vihar Ph‐I  7. 26‐Blk Trilok Puri 8.
Kalyan Puri",6,14.9,12,10,6,4
396,New Seema Puri,"Nizammudin Railway
Station","Nizamudin  Railway  Station,  Ashram,  Sarai  Kale  Khan,  Road  Bridge,  Rly.  Bridge  R/Road,  Ito(Agcr),  Rainy  well, Shakarpur, Hp Depot, Anand Vihar Isbt, Surya Nagar, New Seema puri",0,23.6,15,13,8,5
407,Lajpat Nagar,Nangal Dairy,"1. Nangal Dairy 2. Mahipal Pur 3. Verma Farm 4. Kishan Garh5. Andheria Bagh 6. Qutab 7. Mehrauli 8. Lado Sarai 9. Sadlabad 10. A.N. Terminal 11. Hamdard Ngr 12. Tuglkabad Village 13. C.W.Shop‐Ii 14. Hindustan Steel 15. B‐Blk
Okhla Ph‐Ii 16. Punj Sons 17. Snp Depot 18. Lp Ngr.",0,32.3,15,17,10,7
421,Nand Nagri,Okhla Extn/Ab.Fz.En cl.,"1. Nand Nagri (T) 2. Tahir Pur 3. Seema Puri 4. Surya Ngr 5. Anand Vihar Isbt 6. Hp Depot 7. Shakar Pur 8. Rainy Well 9. Ito Agcr 10. Supreme Court 11. Sunder Ngr/ Golf Club 12. Ps Nizamuddin 13. Ashram 14. Holli Family Hosp
15. Okhla 16. Abdul Fazal Encl.",0,29,15,15,9,6
501,Mori Gate (T),Saket,"1.  Mori  Gate(T)  2.Yamuna  Bazar  3.Shanti  Vana  4.  Delhi  Gate5.  Supreme  Court  6.  Shahjahan  Road  7.  Prithviraj
Road8. S.J.Airport 9.S.J.Hospital 10. Iit Gate 11.Pts12. C‐Blk.Saket Mkt 13. J‐Block, Saket",15,23.2,5,37,22,15
503,Mori Gate (T),Malviya Nagar F- Block,"1.  Mori  Gate(T)  2.  Yamuna  Bazar  3.  Shanti  Vana  4.Delhi  Gate5.   Supreme  Court   6.  Shahjahan  Road  7.  Prithviraj
Road8. S.J.Airport 9. S.J.Hospital 10. Iit Gate 11. Panch Sheel Club 12. F‐Block Malviya Nagar",19,15.4,10,12,7,5
506,SJ Term,"Jheer Khore
Temple","SJ  Term,  SJ  Hosp,  IIT  Gate,  PTS,  Mehrauli,  Qutab,  Andharia  More,  Chatterpur,  Sat  Beri,  Fatheypur  Beri,  Dera
More, Jheer Khore Temple",0,22.3,15,12,7,5
516,S.J.Terminal,Dera Village,"1.  S.J.Terml  2.  S.J.Hospital  3.  Iit  Gate  4.  Pts  5.  Mehrauli.  Qutab   7.  Andheria  Bagh   8.  Chhaterpur  9.  Satbari10.
Fatehpuri Beri 11. Dera Vill.",13,19.7,10,16,9,7
517,S.J.Terminal,Aya Nagar,"1. S.J.Terml 2. S.J.Hospital 3. Iit Gate 4. Pts 5. Mehrauli,6. Qutab  7. Andheria More 8. Sultanpur 9. Ghitorni,10. Air
Station 11. Aya Nagar",12,18.9,10,15,9,6
519,S.J.Terminal,Mandi Village,"1. S.J.Terml 2. S.J.Hospital 3. Iit Gate  4. Pts 5. Mehrauli,6. Qutab 7.  Andheria  More  8. Sultanpur  9. Gadaipur,10.
Pahar Temple 11. Mandi Village",8,19.7,12,13,8,5
523,Dhaula Kuan,"Bhati Mines
.(Bhagirath Ngr)",1.  Dhaula  Kuan  2.  Moti  Bagh  3.  R  K  Puram‐I  4.  Jln  University   5.  Qutab  Enclave  6.  Pts  7.  Mehrauli  8.  Qutab  9. Andheria More 10. Chhatter Pur Ext 11. Sat Bari 12. Fateh Pur Beri 13. Dera More 14. Check Post 15. Bhatti Mines.,12,29,10,23,14,9
525,Badarpur Border,Aya Nagar,"1.  Badarpur  Border  2.  Prehladpur  3.  Tuglakabad  Vill.  4.  Hamdard  Ngr  5.  A.N.Terml  6.  Sadlajab  7.  Lado  Sarai,  8. Mehrauli 9. Qutab 10. Andharia More 11. Sultanpur, 12. Ghitorni 13. Air Force Stn. 14. Aya Nagar",12,26,10,21,12,9
533,Mori Gate (T),Mehrauli,"1. Mori Gate(T)  2. Yamuna Bazar 3. Shanti Vana 4. Delhi Gate  5. Supreme  Court 6. Shahjahan Road  7. Prithviraj
Road8. S.J.Airport 9. S.J.Hospital 10. Iit Gate 11. Pts,12. Mehrauli",14,22.9,10,18,11,7
621,Mori Gate(T),Poorvanchal Hostel,"1. Mori Gate 2. Jamuna Bazar 3. Shanti Van 4. Delhi Gate 5. Supreme Courte 6. Shahjahn Rd . 7. Prithvi Raj Rd 8.
S.J. Air Port 9. S.J. Hospital 10. Mohd Pur 11. R.K. Puram ‐I12.S.M. Temple 13. Munirka 14. N.I.H.F. W. 15. Godavari Hostel16. Poorvanchal  Hostel",16,32,10,26,15,11
714,Badar Pur Border,Rajokri Harijan Basti,"1. Badar Pur Bdr. 2. Pehlad Pur  3. Tugalkabad Vill 4. Hamdard Ngr  5. A.N. Trml.  6. Said‐Ul Zaib 7. Lado Sarai  8.
Mehrauli   9.Qutub   10.  Andheriya  More,11.  Kishan  Garh   12.  Verma  Farm   13.  Mahipal  Pur   14.Rang  Puri   15. Sambalka  16. N.H.Xing  17. Rajokri 18.Rajokri Harijan Basti",2,32.3,15,17,10,7
717,Badarpur Border,Shahbad Mohd.Pur,"1. Badarpur Border  2. Prehlad Pur  3. Tuglakabad Vill  4. Hamdard Ngr  5. A.N.Terml 6.  Sadlajab  7. Lado Sarai  8. Mehrauli   9.  Qutab  10.  Andharia  Bagh   11.  Kishan  Garh  12.  Verma  Farm   13.  Mahipal  Pur   14.  Nangla  Dairy
15.Cargo 16. Igi Air Port 17. Shahbad Mohd.Pur",30,30.1,5,48,29,19
374,Nehru Place(T),Nand Nagri,"1. Nehru Place(T) 2. Sant Ngr 3. M.C.K.R.Hospital 4. Pant Ngr 5. Sundar Ngr 6. Pragati Maidan 7. Ito Ring Rd8. Rainy
Well 9. Shakar Pur 10. Jagat Puri A‐Blk 11. Swaran Talkies 12.  Seelam Pur 13. Babarpur 14. Jyoti Colony 15. Nand Nagri Terminal",14,29.8,10,24,14,10
353,Karol Bagh (T),Babarpur Extn.,"1. Karol Bagh T. 2. P.S. Pahar Ganj 3. Ajmeri Gate 4. Delhi Gate5. I.T.O. Agcr 6. Riany Well 7. Shakar Pur 8. Jagat
Puri A‐Blk.9. Swarn Cinema 10. Seelam Pur 11. Babar Pur Extn.",0,15.1,15,8,5,3
561,"Nanakpura C.C/
R. K. Puram",Anand Vihar (T),"1. Anand Vihar ISBT 2. Hp Epot 3. Balco 4. Mother Diary 5. Rainy Well 6. Ito Agcr 7. Supreme Court 8. Shahjahan Road 9. Pritvi Raj Rd. 10. S.A Airport 11. S.J. Hospital 12. S.J. Enclave 13. RkPuram-I 14. Moti Bagh-I 15. Nanak
Pura C.C",0,28.7,15,15,9,6
513,Jheel,HauzKhas (T),"1. Hauz Khas 2. Sj Hosp 3. Sj Air Port 4. Prithviraj Rd 5. Shahjahan Rd 6. Supreme Court 7. Ito Agcr 8. Rainy Well9.
Krishan Kunj 10. Jheel",0,18.8,15,10,6,4
502,Rly.Station,Mehrauli,"1.  Rly  Stn  2.   Red  Fort  3.   Delhi  Gate  4.Supreme  Court  5.  Shahjahan  Rd  6.   Prithviraj  Road7.S.J.  Airport  8.
S.J.Hospital 9. Iit Gate 10.Pts 11.Mehrauli",29,19,5,30,18,12
622,Mehrauli,Krishna Nagar,"1. Mehrauli 2. Pts 3. Iit Gate 4 S.J. Hospital. 5. S.J. Airport 6. Prithvi Raj Rd . 7. Shahjanh Rd 8. Supreme Court 9.
Delhi Gate 10 Red Fort 11. Jamuna Bridge West12. Gandhi Ngr 13. Jheel 14. Krishna Ngr",0,28.6,15,15,9,6
538,Lajpat Nagar,IGI Airport,"1. Lajpat Ngr 2. Andrews Ganj 3. S J Hosp 4. Iit Gate 5. Pts6. Mehrauli 7. Qutab 8. Andheria More 9. Kishan Garh 10.
Verma Farm 11. Mahipal Pur 12. Nangal  Dairy 13. Cargo 14. Igi Airport",0,26,15,14,8,6
505,Kamla Mkt,Mehrauli,"Kamla Mkt, Sci House, National Museum, PR Rd, SJ Airport, SJ Hosp, IIT Gate, PTS, Mehrauli",14,12.7,10,10,6,4
715,Mangla Puri,Mehrauli,"1.  Mangla  Puri   2.  Palam  Cly   3.  Prehlad  Pur   4.Palam  Air  Port   5.  N.H.Xing   6.  Mahipal  Pur  7.  Verma  Farm    8.
Kishangarh  9. Andheriya More 10.Qutub  11.Mehrauli",18,19.6,10,16,9,7
317,Shivaji Stadium,Shahdara,1. Shivaji Stadium 2. Govt.Press 3. Ito(Agcr) 4. Rainy Well5. Kishan Kunj 6. Jheel 7. Kanti Ngr 8. Shahdara,11,14.8,10,12,7,5
725,Mehrauli,Inderpuri JJ Cly,"1. Mehrauli 2. Pts 3. Iit Gate 4. S.J.Hospital 5. S.J. Air Port 6. P.S. Tuglak Rd. 7. Kirshi Bhawan 8. Kend T., 9. Ridge
Rd.10 Shankar Rd. 11. R. Blk New Rajender Ngr 12. Toda Pur 13. Inder Puri 14. Inder Puri Jj Cly",9,24,12,16,10,6
203,B.M.D.Chowk,Krishna Nagar,1. Bhai Mati Dass Chowk 2. Jamuna Bridge 3. Gandhi Ngr 4. Jheel 5. Krishna Ngr.,0,6.9,15,4,2,2
509,S.J.Terminal,Maidan Garhi,1. S.J.Terml 2. S.J.Hospital 3. Iit Gate 4. Pts 5. C‐Blk Saket Mkt 6. Neb Sarai 7. Maidan Garhi,0,11.6,15,6,4,2
,,,Total Buses,270,,,558,333,225
Cluster ‐ 12,,,,,,,,,
RT.NO.,From,To,Fare Stage,"Actual STA
Buses",Route length,Frequency,"No. of buses
required","DTC Sch.
Buses(60%)","DIMTS Sch.
Buses(40%)"
2,Indira Puri,Noida Sec-37,"1.  Indira  Puri  (Loni)  2.  P.S  Indira  Puri  3.  Johri  Pur  Xing.4.  Jayoti  Ngr.  5.  Babar  Pur  Extn.  6.  Seelam  Pur  7.  Swarn Cinema  8.  Jagat  Puri  A‐Blk.  9.  Shakar  Pur  10.  Mother  Dairy.  11.  Pushta  Xing  12.  Mayur  Vihar  Xing  13.  Hindon
Regulator 14. Naya Bans. 15. Atta Chowk. 16. Noida Sec.‐37.",0,29,15,15,9,6
8,Badarpur Border,Noida Phase-II,"1. Badar Pur Bdr 2. Badar Pur 3. Ali Village 4. Sarita Vihar Xing 5. Kalindi Kunj 6. Inter National Sl. 7. Noida Sec‐37 8.
Agha Pur 9. Sahni Farm 10. Bhagel Vill. 11. Nepz Gate No‐2 12. Noida Ph‐Ii",19,15,10,12,7,5
24,Jheel,Karawal Nagar,"1. Jheel 2. Kanti Ngr 3. Seelam Pur 4. Babar Pur Extn 5. C‐4 Yamuna Vihar 6. Bhajan Pura 7. Dayal Pur 8. Karawal
Ngr.",0,13,15,7,4,3
33,Bhajan Pura,NOIDA Sec.37,"1. Bhajan Pura 2. C‐4 Yamuna Vihar 3. Babar Pur Extn. 4. Jyoti Cly. 5. Nand Nagri Terminal 6. Anand Gram 7. Seema
Puri 8. Surya Ngr 9. Anand Vihar Terminal 10. Nhw Xing 11. Kalyan Puri 12. Dallu Pura 13. Jhund Pura 14. O‐Blk Sec
12 15. Staff Qtr. Sec‐27 16. Noida Sec‐37.",35,30.6,5,49,29,20
34,NOIDA Sec.-32,Mehrauli,1. Mehrauli 2. Lado Sarai 3. Shed ‐Ul Zaib 4. A.N.Depot 5. Hamdard Ngr 6. Tughlakabad Fort 7. Lal Kuan 8. Badar Pur  9.  Ali  Village  10.  Sarita  Vihar  Xing  11.  Kalindi  Kunj  12.  International  School  13. Noida  Sec‐37  Xing  14. Noida 28/29 15. Naya Bans 16. Noida Sec‐6 17. Jhund Pura 18. O‐Blk. Sec‐12 Noida 19. H‐Blk.Sec‐22.20. Noida Sec‐32.,39,32.6,5,52,31,21
201,Mori Gate,Sec 32 NOIDA,"1.   Mori Gate T. 2. Shyam Giri Mandir 3. Seelam Pur 4. Swarn Cinema 5. Jagat Puri A‐Blk 6. Hp Depot 7. Nhw Xing
8. Kalyan Puri 9. Jhund Pura 10. Noida Sect ‐22 H‐Blk 11. Noida Sect‐32 Terminal",0,23.4,15,12,7,5
202,ANAND VIHAR isb,Old Delhi rly.station,"1.  Anand  Vihar  Isbt  2.surya  nagar  3.  vivek  vihar  police  station  4.  hargovind  enclav3  5  jagatpuri  a‐  blk  5.  swarn
cinema 6. seelampur 7. shstri park 8. ISBT kashmiri gate 9. old delhi rly station",7,18.5,12,12,7,5
206,Bhajan Pura,Mayur Vihar Ph III,"1. Bhajan Pura 2. C‐4 Yamuna Vihar 3. Babar Pur Ext. 4. Kanti Ngr 5. Jheel 6 .  Shakar Pur 7. Hp Depot 8. Nhw Xing
9. Kalyan Puri 10.Mayur Vihar Ph. Iii",0,18.9,15,10,6,4
211,Mori Gate Terml.,Mayur Vihar-III,"1. Mori Gate 2. Shyam Giri Mandir 3. Seelam Pur 4. Swarn Cinema 5. Jagat Puri A‐Blk.6. Hp Depot 7. Nhw Xing 8.
Kalyan Puri 9. New Kondali Xing 10. Mayur Vihar Ph‐Iii",11,19,10,15,9,6
224,Shahdara,More Gate (T),"Shahdara, Seelampur, Babarpur Extn, Yamuna Vihar, Bhajan-pura, Nanak-sar, BR Hosp, Old Sectt, More Gate (T)",0,17.3,15,9,6,3
